,Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category
341,Brazil,Bela Cruz,45,Good,0,0,22,1,0,0,45,Good
342,Bolivia (Plurinational State of),Bermejo,54,Moderate,1,0,8,0,1,0,54,Moderate
343,Germany,Bernburg,36,Good,0,0,29,1,2,1,36,Good
344,United States of America,Berwick,50,Good,1,0,35,2,5,2,50,Good
345,India,Betma,153,Unhealthy,1,0,34,2,0,0,153,Unhealthy
346,United States of America,Beverly,48,Good,1,0,36,2,5,2,48,Good
347,Russian Federation,Bezhetsk,24,Good,0,0,24,1,0,0,24,Good
348,Bangladesh,Bhairab Bazar,132,Unhealthy for Sensitive Groups,3,1,44,3,4,1,132,Unhealthy for Sensitive Groups
349,Pakistan,Bhalwal,179,Unhealthy,3,1,179,3,2,1,166,Unhealthy
350,India,Bhimavaram,124,Unhealthy for Sensitive Groups,1,0,36,2,1,0,124,Unhealthy for Sensitive Groups
351,India,Bhinmal,202,Very Unhealthy,0,0,34,2,0,0,202,Very Unhealthy
352,India,Bhiwandi,151,Unhealthy,1,0,26,1,1,0,151,Unhealthy
353,Indonesia,Binjai,92,Moderate,2,1,45,3,0,0,92,Moderate
354,Brazil,Baiao,39,Good,1,0,5,0,0,0,39,Good
355,Russian Federation,Baksan,48,Good,1,0,39,2,1,0,48,Good
356,Sudan,Bara,52,Moderate,2,1,17,0,0,0,52,Moderate
357,Colombia,Baranoa,104,Unhealthy for Sensitive Groups,1,0,16,0,2,1,104,Unhealthy for Sensitive Groups
358,Philippines,Baras,51,Moderate,1,0,27,1,1,0,51,Moderate
359,Iran (Islamic Republic of),Bardsir,91,Moderate,1,0,49,3,0,0,91,Moderate
360,India,Bari Sadri,167,Unhealthy,1,0,32,2,0,0,167,Unhealthy
361,Thailand,Nong Bua,38,Good,0,0,20,0,0,0,38,Good
362,Thailand,Nong Han,57,Moderate,0,0,25,1,0,0,57,Moderate
363,Netherlands,Noordwijkerhout,41,Good,1,0,27,1,5,2,41,Good
364,United States of America,North Andrews Gardens,78,Moderate,1,0,11,0,12,2,78,Moderate
365,United States of America,Northbridge,47,Good,1,0,46,3,2,1,47,Good
366,United Kingdom of Great Britain and Northern Ireland,Norwich,29,Good,0,0,29,1,3,1,18,Good
367,Serbia,Novi Becej,60,Moderate,1,0,34,2,1,0,60,Moderate
368,Netherlands,Nuenen,37,Good,1,0,32,2,3,1,37,Good
369,Chile,Nueva Imperial,61,Moderate,2,1,2,0,9,2,61,Moderate
370,Panama,Nuevo Arraijan,67,Moderate,2,1,20,0,5,2,67,Moderate
371,Mexico,Nuevo Casas Grandes,46,Good,1,0,17,0,2,1,46,Good
372,United States of America,Oak Lawn,79,Moderate,2,1,13,0,27,2,79,Moderate
373,United States of America,Oakdale,53,Moderate,1,0,24,1,9,2,53,Moderate
374,Ghana,Obuasi,81,Moderate,1,0,18,0,0,0,81,Moderate
375,Japan,Odawara,39,Good,1,0,38,2,2,1,39,Good
376,Germany,Oer Erkenschwick,34,Good,1,0,34,2,2,1,27,Good
377,Republic of North Macedonia,Ohrid,42,Good,1,0,41,3,0,0,42,Good
378,Japan,Okawa,41,Good,2,1,36,2,5,2,41,Good
379,Poland,Olecko,47,Good,1,0,36,2,0,0,47,Good
380,Germany,Olfen,32,Good,1,0,27,1,4,1,32,Good
381,Brazil,Olindina,25,Good,0,0,6,0,1,0,25,Good
382,Japan,Omagari,35,Good,1,0,35,2,0,0,15,Good
383,Netherlands,Oostburg,36,Good,1,0,26,1,3,1,36,Good
384,United States of America,Orem,73,Moderate,2,1,26,1,7,2,73,Moderate
385,United States of America,Orinda,52,Moderate,1,0,22,1,11,2,52,Moderate
386,Poland,Ostrzeszow,35,Good,1,0,32,2,1,0,35,Good
387,Guatemala,Ostuncalco,94,Moderate,3,1,9,0,11,2,94,Moderate
388,Congo,Ouesso,71,Moderate,3,1,18,0,0,0,71,Moderate
389,Brazil,Ouro Preto,61,Moderate,2,1,3,0,5,2,61,Moderate
390,Nigeria,Oyo,80,Moderate,2,1,22,1,1,0,80,Moderate
391,Kyrgyzstan,Ozgon,101,Unhealthy for Sensitive Groups,1,0,60,3,0,0,101,Unhealthy for Sensitive Groups
392,Italy,Pachino,48,Good,1,0,45,3,0,0,48,Good
393,India,Padra,156,Unhealthy,1,0,33,2,0,0,156,Unhealthy
394,Mauritius,Pailles,30,Good,0,0,28,1,0,0,30,Good
395,France,Paita,27,Good,0,0,27,1,0,0,10,Good
396,India,Palakkodu,57,Moderate,0,0,30,1,0,0,57,Moderate
397,Philippines,Palo,55,Moderate,1,0,20,0,0,0,55,Moderate
398,Indonesia,Pamekasan,54,Moderate,1,0,35,2,0,0,54,Moderate
399,China,Panchiao,69,Moderate,1,0,45,3,4,1,69,Moderate
400,China,Panshi,76,Moderate,3,1,32,2,2,1,76,Moderate
401,China,Panzhihua,74,Moderate,3,1,29,1,2,1,74,Moderate
402,Brazil,Paragominas,36,Good,1,0,2,0,0,0,36,Good
403,Brazil,Paraguacu,51,Moderate,1,0,7,0,4,1,51,Moderate
404,Peru,Paramonga,41,Good,1,0,18,0,1,0,41,Good
405,United States of America,Parkville,56,Moderate,1,0,44,3,4,1,56,Moderate
406,United States of America,Pasadena,58,Moderate,1,0,43,3,5,2,58,Moderate
407,United States of America,Pataskala,45,Good,1,0,32,2,7,2,45,Good
408,Kazakhstan,Pavlodar,50,Good,1,0,41,3,0,0,50,Good
409,India,Payyannur,68,Moderate,0,0,24,1,0,0,68,Moderate
410,United States of America,Pelham,46,Good,1,0,46,3,2,1,31,Good
411,Greece,Perama,67,Moderate,1,0,44,3,2,1,67,Moderate
412,Mexico,Perote,77,Moderate,3,1,7,0,8,2,77,Moderate
413,Serbia,Petrovaradin,63,Moderate,1,0,33,2,1,0,63,Moderate
414,Thailand,Phanom Thuan,42,Good,0,0,19,0,0,0,42,Good
415,Thailand,Phatthalung,59,Moderate,1,0,27,1,0,0,59,Moderate
416,Thailand,Phetchaburi,35,Good,0,0,17,0,0,0,35,Good
417,India,Phillaur,444,Hazardous,2,1,111,3,1,0,391,Hazardous
418,Egypt,Rosetta,60,Moderate,2,1,60,3,3,1,55,Moderate
419,Italy,Rossano,48,Good,1,0,48,3,0,0,12,Good
420,Russian Federation,Rostov,32,Good,1,0,32,2,0,0,26,Good
421,United Kingdom of Great Britain and Northern Ireland,Royton,56,Moderate,0,0,32,2,1,0,56,Moderate
422,Germany,Rudolstadt,32,Good,1,0,32,2,1,0,30,Good
423,Czechia,Rumburk,29,Good,0,0,29,1,2,1,29,Good
424,Malawi,Rumphi,28,Good,0,0,19,0,0,0,28,Good
425,Switzerland,Ruti,34,Good,1,0,25,1,2,1,34,Good
426,Brazil,Ruy Barbosa,18,Good,0,0,8,0,0,0,18,Good
427,Serbia,Sabac,68,Moderate,1,0,32,2,1,0,68,Moderate
428,Cuba,Sagua La Grande,89,Moderate,1,0,22,1,1,0,89,Moderate
429,India,Sahibganj,208,Very Unhealthy,3,1,152,3,1,0,208,Very Unhealthy
430,United States of America,Saint Matthews,58,Moderate,2,1,29,1,12,2,58,Moderate
431,United States of America,Saint Pete Beach,53,Moderate,1,0,40,2,6,2,53,Moderate
432,Canada,Saint Thomas,35,Good,1,0,35,2,3,1,34,Good
433,France,Saint Cyr Sur Loire,37,Good,1,0,25,1,2,1,37,Good
434,Belgium,Saint Nicolas,35,Good,1,0,32,2,3,1,35,Good
435,France,Saint Quentin,39,Good,1,0,25,1,2,1,39,Good
436,Saudi Arabia,Sakakah,122,Unhealthy for Sensitive Groups,1,0,49,3,0,0,122,Unhealthy for Sensitive Groups
437,Japan,Sakurai,40,Good,1,0,40,2,2,1,34,Good
438,United Kingdom of Great Britain and Northern Ireland,Salford,58,Moderate,0,0,32,2,1,0,58,Moderate
439,India,Salon,303,Hazardous,1,0,48,3,0,0,260,Very Unhealthy
440,Brazil,Salvador,30,Good,0,0,16,0,1,0,30,Good
441,India,Sambhar,193,Unhealthy,0,0,38,2,0,0,193,Unhealthy
442,Turkey,Samsun,36,Good,1,0,36,2,0,0,30,Good
443,Indonesia,Prabumulih,49,Good,1,0,30,1,0,0,49,Good
444,Brazil,Presidente Prudente,32,Good,1,0,14,0,1,0,32,Good
445,United States of America,Prichard,28,Good,1,0,22,1,4,1,28,Good
446,Canada,Prince George,21,Good,1,0,21,0,1,0,13,Good
447,Indonesia,Pringsewu,63,Moderate,2,1,40,2,0,0,63,Moderate
448,Peru,Pucallpa,30,Good,1,0,1,0,0,0,30,Good
449,Spain,Puertollano,32,Good,1,0,30,1,1,0,32,Good
450,Mexico,Purepero,48,Good,1,0,5,0,4,1,48,Good
451,Israel,Qiryat Gat,80,Moderate,1,0,62,3,4,1,80,Moderate
452,Chile,Quillota,182,Unhealthy,14,1,1,0,23,2,182,Unhealthy
453,India,Rafiganj,356,Hazardous,1,0,60,3,0,0,284,Very Unhealthy
454,United States of America,Rahway,62,Moderate,1,0,44,3,5,2,62,Moderate
455,Bangladesh,Rajshahi,191,Unhealthy,2,1,133,3,2,1,191,Unhealthy
456,India,Rajur,150,Unhealthy,1,0,41,3,0,0,150,Unhealthy
457,Thailand,Phrai Bung,53,Moderate,0,0,27,1,0,0,53,Moderate
458,India,Phulpur,226,Very Unhealthy,1,0,48,3,1,0,226,Very Unhealthy
459,Brazil,Picos,16,Good,0,0,12,0,0,0,16,Good
460,Finland,Pietarsaari,34,Good,1,0,34,2,1,0,17,Good
461,Germany,Pirmasens,30,Good,1,0,27,1,2,1,30,Good
462,United States of America,Plum,55,Moderate,2,1,26,1,12,2,55,Moderate
463,Benin,Pobe,73,Moderate,1,0,20,0,1,0,73,Moderate
464,Italy,Policoro,46,Good,1,0,46,3,0,0,14,Good
465,Sierra Leone,Port Loko,48,Good,1,0,16,0,0,0,48,Good
466,Haiti,Port De Paix,103,Unhealthy for Sensitive Groups,1,0,25,1,1,0,103,Unhealthy for Sensitive Groups
467,Portugal,Porto Salvo,46,Good,0,0,30,1,2,1,46,Good
468,United States of America,Poughkeepsie,43,Good,1,0,43,3,2,1,39,Good
469,United States of America,Randallstown,52,Moderate,1,0,44,3,4,1,52,Moderate
470,India,Rania,500,Hazardous,1,0,40,2,0,0,464,Hazardous
471,Thailand,Ranong,36,Good,0,0,16,0,0,0,36,Good
472,Germany,Rathenow,39,Good,0,0,39,2,0,0,23,Good
473,Russian Federation,Reutov,58,Moderate,1,0,25,1,9,2,58,Moderate
474,Brazil,Ribeira Do Pombal,24,Good,0,0,7,0,1,0,24,Good
475,Brazil,Ribeirao Bonito,52,Moderate,1,0,4,0,3,1,52,Moderate
476,United States of America,Richardson,56,Moderate,1,0,21,0,6,2,56,Moderate
477,United States of America,Richmond,76,Moderate,2,1,15,0,17,2,76,Moderate
478,Brazil,Rio Bonito,95,Moderate,3,1,23,1,8,2,95,Moderate
479,Peru,Rioja,25,Good,1,0,3,0,0,0,25,Good
480,France,Riom,40,Good,1,0,30,1,1,0,40,Good
481,Lebanon,Riyaq,78,Moderate,1,0,46,3,1,0,78,Moderate
482,Italy,Rocca Priora,47,Good,1,0,47,3,2,1,27,Good
483,France,Rodez,42,Good,1,0,31,1,1,0,42,Good
484,Brazil,Rolandia,39,Good,1,0,14,0,2,1,39,Good
485,France,Romans Sur Isere,37,Good,1,0,30,1,1,0,37,Good
486,Philippines,Romblon,50,Good,1,0,23,1,0,0,50,Good
487,India,Dalmau,190,Unhealthy,2,1,98,3,1,0,190,Unhealthy
488,United States of America,Daly City,62,Moderate,1,0,18,0,13,2,62,Moderate
489,India,Damnagar,152,Unhealthy,0,0,29,1,0,0,152,Unhealthy
490,Thailand,Dan Khun Thot,56,Moderate,1,0,31,1,0,0,56,Moderate
491,China,Dancheng,145,Unhealthy for Sensitive Groups,2,1,145,3,3,1,82,Moderate
492,India,Dankaur,292,Very Unhealthy,3,1,136,3,3,1,292,Very Unhealthy
493,United Republic of Tanzania,Dareda,20,Good,0,0,14,0,0,0,20,Good
494,India,Dattapur,153,Unhealthy,0,0,29,1,0,0,153,Unhealthy
495,Brazil,Delmiro Gouveia,25,Good,0,0,9,0,1,0,25,Good
496,Uruguay,Delta Del Tigre,38,Good,1,0,19,0,2,1,38,Good
497,India,Delvada,158,Unhealthy,0,0,25,1,0,0,158,Unhealthy
498,Russian Federation,Desnogorsk,34,Good,1,0,34,2,0,0,10,Good
499,Turkey,Develi,46,Good,1,0,29,1,0,0,46,Good
500,India,Dewa,173,Unhealthy,3,1,159,3,1,0,173,Unhealthy
501,Turkey,Dinar,44,Good,1,0,33,2,0,0,44,Good
502,Ukraine,Dniprorudne,39,Good,1,0,39,2,0,0,12,Good
503,Benin,Dogbo,101,Unhealthy for Sensitive Groups,3,1,18,0,2,1,101,Unhealthy for Sensitive Groups
504,Russian Federation,Donskoye,37,Good,1,0,37,2,0,0,30,Good
505,United States of America,Dumas,60,Moderate,1,0,22,1,3,1,60,Moderate
506,United Republic of Tanzania,Dunda,23,Good,0,0,17,0,0,0,23,Good
507,United States of America,Dyersburg,93,Moderate,1,0,24,1,5,2,93,Moderate
508,United States of America,Eatontown,28,Good,1,0,28,1,8,2,25,Good
509,Mexico,Ebano,91,Moderate,2,1,22,1,3,1,91,Moderate
510,United States of America,El Campo,39,Good,1,0,22,1,1,0,39,Good
511,Mexico,El Pueblito,66,Moderate,1,0,10,0,5,2,66,Moderate
512,Bolivia (Plurinational State of),El Torno,6,Good,0,0,5,0,0,0,6,Good
513,United States of America,Ellicott City,44,Good,1,0,27,1,10,2,44,Good
514,Pakistan,Eminabad,153,Unhealthy,3,1,153,3,1,0,152,Unhealthy
515,Japan,Ena,42,Good,1,0,42,3,0,0,12,Good
516,Italy,Giussano,62,Moderate,1,0,32,2,4,1,62,Moderate
517,United Kingdom of Great Britain and Northern Ireland,Glenrothes,35,Good,1,0,22,1,6,2,35,Good
518,United Kingdom of Great Britain and Northern Ireland,Glossop,27,Good,1,0,25,1,3,1,27,Good
519,Namibia,Gobabis,19,Good,0,0,18,0,0,0,19,Good
520,India,Gobindapur,198,Unhealthy,3,1,91,3,3,1,198,Unhealthy
521,India,Gobindpur,175,Unhealthy,1,0,51,3,1,0,175,Unhealthy
522,Spain,Godella,33,Good,1,0,33,2,1,0,28,Good
523,India,Gohad,194,Unhealthy,1,0,46,3,0,0,194,Unhealthy
524,India,Gohana,500,Hazardous,1,0,47,3,1,0,500,Hazardous
525,Brazil,Goiatuba,37,Good,1,0,3,0,3,1,37,Good
526,Netherlands,Goirle,30,Good,0,0,30,1,2,1,27,Good
527,United States of America,Golden Glades,61,Moderate,1,0,10,0,16,2,61,Moderate
528,Poland,Goleniow,32,Good,1,0,24,1,3,1,32,Good
529,Iran (Islamic Republic of),Gonbad E Qabus,84,Moderate,1,0,45,3,0,0,84,Moderate
530,Russian Federation,Gorodishche,33,Good,1,0,33,2,1,0,21,Good
531,Japan,Gotsu,44,Good,1,0,44,3,0,0,15,Good
532,Albania,Gramsh,68,Moderate,1,0,39,2,1,0,68,Moderate
533,United States of America,Granger,57,Moderate,2,1,21,0,11,2,57,Moderate
534,United States of America,Grants Pass,29,Good,1,0,29,1,2,1,27,Good
536,Mexico,Guasave,35,Good,1,0,22,1,1,0,35,Good
537,Germany,Guben,37,Good,1,0,21,0,4,1,37,Good
538,Cameroon,Guider,76,Moderate,3,1,8,0,1,0,76,Moderate
539,China,Guilin,90,Moderate,3,1,46,3,3,1,90,Moderate
540,France,Guipavas,34,Good,1,0,26,1,9,2,34,Good
541,United States of America,Fort Walton Beach,65,Moderate,1,0,30,1,1,0,65,Moderate
542,France,Fosses,29,Good,0,0,28,1,2,1,29,Good
543,United States of America,Fountain Hills,37,Good,1,0,27,1,8,2,37,Good
544,United States of America,Fountain,72,Moderate,1,0,29,1,3,1,72,Moderate
545,Brazil,Francisco Morato,169,Unhealthy,7,1,0,0,21,2,169,Unhealthy
546,Germany,Freiberg,36,Good,1,0,25,1,3,1,36,Good
547,United States of America,Front Royal,46,Good,1,0,37,2,2,1,46,Good
548,Japan,Fuchu,71,Moderate,1,0,71,3,3,1,49,Good
549,Germany,Gaggenau,29,Good,0,0,29,1,2,1,26,Good
550,Israel,Gan Yavne,77,Moderate,1,0,43,3,6,2,77,Moderate
551,India,Gauribidanur,48,Good,0,0,24,1,0,0,48,Good
552,Spain,Gava,57,Moderate,1,0,19,0,10,2,57,Moderate
553,Italy,Gela,53,Moderate,1,0,38,2,2,1,53,Moderate
554,Netherlands,Gennep,30,Good,0,0,25,1,3,1,30,Good
555,Germany,Genthin,31,Good,0,0,30,1,1,0,31,Good
556,Guyana,Georgetown,27,Good,0,0,19,0,0,0,27,Good
557,Germany,Gera,30,Good,0,0,28,1,2,1,30,Good
558,India,Gevrai,120,Unhealthy for Sensitive Groups,1,0,30,1,0,0,120,Unhealthy for Sensitive Groups
559,United States of America,Lake Jackson,25,Good,0,0,24,1,2,1,25,Good
560,United States of America,Lakeside,57,Moderate,2,1,22,1,14,2,57,Moderate
561,Thailand,Lam Luk Ka,66,Moderate,1,0,28,1,1,0,66,Moderate
562,Philippines,Lamacan,70,Moderate,1,0,21,0,0,0,70,Moderate
563,Iran (Islamic Republic of),Lar,105,Unhealthy for Sensitive Groups,1,0,49,3,0,0,105,Unhealthy for Sensitive Groups
564,Brazil,Laranjeiras Do Sul,12,Good,1,0,12,0,0,0,11,Good
565,China,Lasa,25,Good,0,0,25,1,0,0,12,Good
566,India,Lasalgaon,129,Unhealthy for Sensitive Groups,0,0,30,1,0,0,129,Unhealthy for Sensitive Groups
567,Germany,Lauda Konigshofen,32,Good,1,0,27,1,3,1,32,Good
568,France,Le Port,42,Good,1,0,28,1,0,0,42,Good
569,Brazil,Lencois Paulista,34,Good,1,0,13,0,1,0,34,Good
570,Colombia,Lerida,60,Moderate,2,1,8,0,4,1,60,Moderate
571,Netherlands,Leusden,33,Good,0,0,33,2,1,0,26,Good
572,United Kingdom of Great Britain and Northern Ireland,Lewes,37,Good,1,0,12,0,13,2,37,Good
573,Philippines,Lianga,50,Good,1,0,20,0,0,0,50,Good
574,France,Libourne,46,Good,1,0,26,1,2,1,46,Good
575,Germany,Limbach Oberfrohna,31,Good,0,0,28,1,1,0,31,Good
576,Malaysia,Limbang,95,Moderate,9,1,95,3,0,0,46,Good
577,China,Lishan,192,Unhealthy,4,1,192,3,6,2,124,Unhealthy for Sensitive Groups
578,Czechia,Litovel,49,Good,1,0,24,1,2,1,49,Good
579,Belgium,Lokeren,31,Good,0,0,31,1,2,1,31,Good
580,Belgium,Londerzeel,34,Good,0,0,29,1,3,1,34,Good
581,Netherlands,Loon Op Zand,32,Good,0,0,27,1,3,1,32,Good
582,Congo,Loubomo,100,Unhealthy for Sensitive Groups,1,0,16,0,0,0,100,Unhealthy for Sensitive Groups
583,Senegal,Louga,176,Unhealthy,2,1,21,0,3,1,176,Unhealthy
584,Poland,Lubin,35,Good,1,0,20,0,3,1,35,Good
585,Poland,Lublin,32,Good,1,0,32,2,1,0,28,Good
586,Indonesia,Lubuk Pakam,98,Moderate,2,1,47,3,0,0,98,Moderate
587,Philippines,Lucena,32,Good,1,0,29,1,0,0,32,Good
588,India,Lunavada,164,Unhealthy,1,0,35,2,0,0,164,Unhealthy
589,Ukraine,Lvov,61,Moderate,1,0,29,1,1,0,61,Moderate
590,Brazil,Macapa,16,Good,1,0,12,0,0,0,16,Good
591,Pakistan,Madeji,167,Unhealthy,1,0,49,3,1,0,167,Unhealthy
592,Lesotho,Mafeteng,117,Unhealthy for Sensitive Groups,4,1,14,0,7,2,117,Unhealthy for Sensitive Groups
593,United States of America,Magnolia,56,Moderate,1,0,25,1,2,1,56,Moderate
594,United Republic of Tanzania,Magomeni,50,Good,0,0,23,1,0,0,50,Good
595,India,Mahbubabad,119,Unhealthy for Sensitive Groups,1,0,35,2,0,0,119,Unhealthy for Sensitive Groups
596,India,Mahoba,180,Unhealthy,1,0,45,3,0,0,180,Unhealthy
597,India,Maihar,171,Unhealthy,1,0,36,2,0,0,171,Unhealthy
598,India,Mainpuri,434,Hazardous,1,0,53,3,1,0,362,Hazardous
599,United States of America,Maitland,53,Moderate,1,0,18,0,14,2,53,Moderate
600,Ukraine,Makiyivka,50,Good,1,0,24,1,11,2,50,Good
601,France,Malakoff,40,Good,1,0,26,1,3,1,40,Good
602,Philippines,Malandag,55,Moderate,1,0,19,0,0,0,55,Moderate
603,Benin,Malanville,34,Good,1,0,18,0,1,0,34,Good
604,Iran (Islamic Republic of),Malard,172,Unhealthy,3,1,172,3,5,2,145,Unhealthy for Sensitive Groups
605,Italy,Malnate,69,Moderate,1,0,22,1,6,2,69,Moderate
606,Mongolia,Mandalgovi,38,Good,0,0,38,2,0,0,34,Good
607,India,Mangawan,184,Unhealthy,1,0,39,2,1,0,184,Unhealthy
608,Democratic Republic of the Congo,Manono,74,Moderate,2,1,23,1,1,0,74,Moderate
609,Venezuela (Bolivarian Republic of),Maracaibo,118,Unhealthy for Sensitive Groups,1,0,17,0,4,1,118,Unhealthy for Sensitive Groups
610,Italy,Marano Di Napoli,52,Moderate,1,0,52,3,1,0,36,Good
611,India,Gunnaur,500,Hazardous,1,0,73,3,1,0,500,Hazardous
612,Germany,Hagen,30,Good,0,0,30,1,1,0,25,Good
613,China,Haian,207,Very Unhealthy,4,1,207,3,3,1,150,Unhealthy
614,France,Halluin,35,Good,0,0,28,1,2,1,35,Good
615,Germany,Hamburg,34,Good,0,0,28,1,2,1,34,Good
616,United States of America,Hanahan,73,Moderate,2,1,35,2,8,2,73,Moderate
617,Japan,Hanamaki,38,Good,1,0,38,2,0,0,20,Good
618,India,Hangal,70,Moderate,0,0,22,1,0,0,70,Moderate
619,Bulgaria,Harmanli,40,Good,1,0,40,2,1,0,24,Good
620,Pakistan,Harunabad,500,Hazardous,1,0,43,3,0,0,443,Hazardous
621,Germany,Hattingen,28,Good,0,0,27,1,2,1,28,Good
622,United States of America,Hauppauge,52,Moderate,1,0,27,1,12,2,52,Moderate
623,United States of America,Hayward,70,Moderate,2,1,20,0,20,2,70,Moderate
624,Finland,Heinola,33,Good,0,0,33,2,0,0,5,Good
625,Japan,Hekinan,59,Moderate,1,0,59,3,1,0,23,Good
626,Germany,Hemsbach,30,Good,0,0,30,1,1,0,24,Good
627,China,Hengyang,169,Unhealthy,4,1,169,3,3,1,150,Unhealthy
628,Japan,Hirata,45,Good,1,0,45,3,0,0,16,Good
629,Japan,Hobara,44,Good,1,0,44,3,0,0,22,Good
630,United States of America,Hoboken,61,Moderate,1,0,27,1,11,2,61,Moderate
631,Somalia,Hobyo,58,Moderate,0,0,21,0,0,0,58,Moderate
632,Japan,Hofu,44,Good,1,0,44,3,0,0,32,Good
633,Solomon Islands,Honiara,18,Good,0,0,18,0,0,0,6,Good
634,India,Honnali,65,Moderate,0,0,22,1,0,0,65,Moderate
635,Paraguay,Horqueta,20,Good,0,0,20,0,0,0,20,Good
636,Armenia,Hrazdan,31,Good,0,0,31,1,0,0,30,Good
637,China,Hsinchu,138,Unhealthy for Sensitive Groups,3,1,138,3,2,1,112,Unhealthy for Sensitive Groups
638,Peru,Huaura,39,Good,1,0,19,0,1,0,39,Good
639,Zimbabwe,Hwange,44,Good,0,0,17,0,0,0,44,Good
640,Japan,Ichihara,74,Moderate,1,0,74,3,1,0,35,Good
641,India,Idukki,51,Moderate,0,0,23,1,0,0,51,Moderate
642,Nigeria,Ikom,125,Unhealthy for Sensitive Groups,5,1,16,0,2,1,125,Unhealthy for Sensitive Groups
643,India,Khed,95,Moderate,0,0,22,1,0,0,95,Moderate
644,India,Khetri,500,Hazardous,1,0,40,2,0,0,376,Hazardous
645,Russian Federation,Khimki,40,Good,1,0,30,1,8,2,40,Good
646,India,Khopoli,108,Unhealthy for Sensitive Groups,0,0,23,1,0,0,108,Unhealthy for Sensitive Groups
647,Namibia,Khorixas,72,Moderate,0,0,19,0,0,0,72,Moderate
648,Ukraine,Khotyn,75,Moderate,1,0,37,2,1,0,75,Moderate
649,United Republic of Tanzania,Kibara,20,Good,0,0,14,0,0,0,20,Good
650,Turkey,Kilis,64,Moderate,1,0,41,3,0,0,64,Moderate
651,Ukraine,Kiliya,37,Good,1,0,37,2,0,0,30,Good
652,United States of America,Killeen,40,Good,0,0,21,0,1,0,40,Good
653,Russian Federation,Kinel Cherkassy,35,Good,1,0,35,2,0,0,15,Good
655,Austria,Klosterneuburg,59,Moderate,1,0,30,1,3,1,59,Moderate
656,Croatia,Knin,48,Good,1,0,48,3,0,0,35,Good
657,Papua New Guinea,Kokopo,104,Unhealthy for Sensitive Groups,0,0,22,1,0,0,104,Unhealthy for Sensitive Groups
658,Russian Federation,Kola,30,Good,1,0,30,1,0,0,10,Good
659,Czechia,Kolin,50,Good,1,0,23,1,4,1,50,Good
660,Poland,Kolo,32,Good,1,0,32,2,1,0,29,Good
661,Russian Federation,Komsomolsk Na Amure,42,Good,1,0,32,2,0,0,42,Good
662,Poland,Konskie,46,Good,1,0,21,0,4,1,46,Good
663,Pakistan,Kot Radha Kishan,230,Very Unhealthy,5,1,130,3,9,2,230,Very Unhealthy
664,Russian Federation,Kotelnikovo,39,Good,1,0,39,2,0,0,20,Good
665,India,Kottaiyur,72,Moderate,1,0,28,1,2,1,72,Moderate
666,Chad,Koumra,59,Moderate,2,1,6,0,0,0,59,Moderate
667,India,Koyilandi,69,Moderate,0,0,26,1,0,0,69,Moderate
668,Ukraine,Kozyatyn,78,Moderate,1,0,38,2,0,0,78,Moderate
669,Russian Federation,Krasnovishersk,29,Good,1,0,28,1,0,0,29,Good
670,Russian Federation,Krasnyy Yar,34,Good,1,0,34,2,1,0,24,Good
671,Germany,Kronach,36,Good,1,0,26,1,2,1,36,Good
672,Germany,Kronberg,30,Good,0,0,30,1,1,0,27,Good
673,Ukraine,Kryvyy Rih,52,Moderate,1,0,36,2,1,0,52,Moderate
674,India,Kudligi,74,Moderate,0,0,24,1,0,0,74,Moderate
675,Russian Federation,Kulebaki,48,Good,1,0,33,2,1,0,48,Good
676,India,Kushalnagar,54,Moderate,0,0,21,0,0,0,54,Moderate
677,Japan,Kushiro,33,Good,1,0,33,2,0,0,9,Good
678,Myanmar,Kyaiklat,61,Moderate,0,0,21,0,0,0,61,Moderate
679,Mexico,La Barca,37,Good,1,0,8,0,3,1,37,Good
680,France,La Crau,60,Moderate,1,0,30,1,6,2,60,Moderate
681,Honduras,La Entrada,55,Moderate,2,1,5,0,4,1,55,Moderate
682,United States of America,La Presa,58,Moderate,2,1,14,0,19,2,58,Moderate
683,Brazil,Ladario,17,Good,1,0,17,0,0,0,12,Good
684,Brazil,Lagoa Da Canoa,34,Good,0,0,15,0,2,1,34,Good
685,Germany,Ilsede,41,Good,0,0,28,1,2,1,41,Good
686,Brazil,Imbituba,31,Good,1,0,15,0,1,0,31,Good
687,Brazil,Imbituva,24,Good,1,0,8,0,0,0,24,Good
688,Japan,Inagi,78,Moderate,1,0,78,3,3,1,51,Moderate
689,Spain,Inca,43,Good,1,0,43,3,0,0,30,Good
690,India,Indergarh,390,Hazardous,1,0,54,3,1,0,335,Hazardous
691,India,Indore,150,Unhealthy,1,0,30,1,0,0,150,Unhealthy
692,Nigeria,Inisa,159,Unhealthy,6,1,16,0,5,2,159,Unhealthy
693,United Kingdom of Great Britain and Northern Ireland,Inverurie,31,Good,1,0,31,1,2,1,25,Good
694,Japan,Ishigaki,116,Unhealthy for Sensitive Groups,2,1,116,3,0,0,64,Moderate
695,Côte d'Ivoire,Issia,84,Moderate,2,1,10,0,1,0,84,Moderate
696,Brazil,Itabera,16,Good,0,0,16,0,0,0,16,Good
697,Brazil,Itaiba,28,Good,0,0,14,0,1,0,28,Good
